customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-843805,Female,0,Yes,No,47.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (auto),118.75,5560.38,No
CUST-990709,Male,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (auto),118.75,6405.33,Yes
CUST-531896,Female,0,No,No,11.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (auto),76.91,853.52,No
CUST-802950,Male,0,No,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.35,3883.36,No
CUST-635641,Female,1,Yes,Yes,50.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (auto),114.87,5742.05,No
CUST-773240,Male,0,Yes,Yes,37.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.66,3378.35,No
CUST-813069,Female,0,No,Yes,19.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.88,,Yes
CUST-287601,Male,0,Yes,Yes,51.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (auto),118.75,6042.08,Yes
CUST-607423,Male,0,No,No,62.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,103.82,6426.92,No
CUST-457515,Male,1,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,118.75,8545.19,No
CUST-960345,Male,1,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (auto),118.08,1657.22,Yes
CUST-744851,Male,0,No,No,37.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (auto),118.75,4383.88,Yes
CUST-632808,Female,0,No,Yes,,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (auto),109.71,4493.33,Yes
CUST-280243,Male,0,No,Yes,61.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,95.85,5848.25,No
CUST-345491,Male,0,Yes,No,18.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,107.9,1948.47,No
CUST-712838,Female,0,No,No,19.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (auto),108.61,2049.52,Yes
CUST-533583,Male,0,Yes,No,52.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,78.67,4085.65,No
CUST-946217,Male,0,No,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,95.45,191.72,Yes
CUST-921969,Female,0,No,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),54.43,219.67,Yes
CUST-473980,Female,0,No,No,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (auto),63.81,385.74,No
CUST-865860,Female,0,Yes,Yes,9.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,114.81,1035.45,Yes
CUST-781889,Male,0,Yes,No,48.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.75,5697.21,No
CUST-558666,Female,1,No,No,24.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (auto),118.75,2859.49,No
CUST-125070,Male,1,No,No,57.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,98.24,5606.36,No
CUST-943945,Female,0,Yes,No,42.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,118.75,4999.29,No
CUST-462043,Female,0,No,No,28.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,115.5,3227.51,Yes
CUST-995284,Female,0,No,No,28.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,101.94,2842.2,No
CUST-115666,Male,0,No,Yes,51.0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (auto),66.28,3377.5,No
CUST-725318,Male,0,No,No,22.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,2612.95,Yes
CUST-595418,Female,0,No,No,9.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,1071.48,Yes
CUST-597965,Female,0,No,No,51.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),52.1,2638.15,No
CUST-993850,Female,0,Yes,No,23.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (auto),92.24,2112.11,No
CUST-423832,Female,0,No,No,36.0,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (auto),73.93,2653.51,No
CUST-526691,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,118.75,121.26,Yes
CUST-919392,Male,1,No,No,64.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,104.8,6693.91,No
CUST-360680,Male,0,No,No,35.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (auto),83.86,2939.99,Yes
CUST-248277,Male,1,No,No,20.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (auto),111.97,2226.2,Yes
CUST-613873,Male,0,Yes,Yes,22.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (auto),108.3,2374.46,No
CUST-241961,Male,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (auto),39.51,1766.42,No
CUST-359801,Female,1,Yes,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (auto),48.73,342.38,No
CUST-416155,Female,1,No,No,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.34,238.12,No
CUST-167426,Female,1,No,No,18.0,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,75.82,1383.88,No
CUST-359519,Male,0,Yes,No,4.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,118.75,477.58,Yes
CUST-803527,Female,0,Yes,Yes,6.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (auto),98.26,586.8,No
CUST-763888,Female,0,No,No,45.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,118.02,5305.31,No
CUST-402111,Female,0,Yes,No,4.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (auto),106.12,425.85,Yes
CUST-177626,Female,1,Yes,No,24.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.99,2109.63,Yes
CUST-204771,Female,0,Yes,Yes,61.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,99.78,6077.96,No
CUST-121969,Female,0,No,Yes,42.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (auto),118.75,5004.05,Yes
CUST-330361,Male,1,No,No,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.19,1611.14,No
CUST-475380,Female,1,No,No,3.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,89.97,262.57,Yes
CUST-330147,Male,1,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (auto),99.21,396.86,No
CUST-909697,Male,0,Yes,Yes,32.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,56.77,1799.09,No
CUST-522485,Male,0,No,No,40.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,90.21,3612.89,No
CUST-914546,Female,1,No,No,18.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,2125.75,Yes
CUST-346191,Female,0,Yes,Yes,38.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.75,4512.9,Yes
CUST-928164,Female,0,No,No,24.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (auto),104.55,2507.69,No
CUST-240945,Male,1,No,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,118.75,7365.71,No
CUST-265337,Male,0,No,No,13.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,89.19,1154.51,Yes
CUST-220268,Female,0,Yes,Yes,17.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,2022.21,No
CUST-215567,Male,0,Yes,No,25.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (auto),112.49,2808.0,Yes
CUST-961949,Female,0,Yes,No,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.75,1652.26,No
CUST-984204,Male,1,No,No,21.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,103.33,2174.06,No
CUST-644168,Female,0,No,Yes,57.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,104.3,5930.46,No
CUST-108212,Female,0,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.56,458.74,Yes
CUST-398780,Female,0,Yes,Yes,53.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (auto),109.71,5806.82,No
CUST-856155,Male,1,Yes,No,51.0,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,80.75,4111.65,No
CUST-373926,Female,1,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.09,3375.63,No
CUST-288181,Female,0,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (auto),115.17,1942.08,No
CUST-493526,Female,0,Yes,No,46.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,834.4,No
CUST-511929,Female,0,No,No,29.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,111.24,3224.64,Yes
CUST-118270,Male,0,No,No,10.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (auto),99.55,997.79,Yes
CUST-106510,Male,0,No,No,30.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,118.75,3561.12,No
CUST-125607,Male,0,No,No,40.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (auto),108.53,4344.96,No
CUST-702557,Male,0,Yes,No,33.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (auto),71.76,2362.99,No
CUST-998705,Female,0,No,No,70.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.24,6802.3,No
CUST-654026,Male,0,No,Yes,46.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (auto),74.64,3448.3,No
CUST-437271,Male,0,No,No,6.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,102.97,624.42,No
CUST-259794,Male,0,No,Yes,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),43.58,341.91,No
CUST-212254,Male,0,Yes,Yes,35.0,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,91.57,3201.46,No
CUST-880618,Male,0,No,No,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (auto),46.31,1518.3,No
CUST-663498,Female,0,No,No,34.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,102.54,3498.44,No
CUST-485249,Male,1,Yes,No,28.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (auto),115.58,3235.89,No
CUST-294001,Female,0,No,No,55.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,100.78,5529.28,No
CUST-289014,Male,1,Yes,No,40.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.68,1905.1,No
CUST-795961,Male,0,No,No,34.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,102.64,3475.8,No
CUST-856341,Female,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.44,3843.23,No
CUST-257614,Male,0,Yes,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.3,312.83,No
CUST-855532,Male,0,No,No,52.0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,98.54,5118.99,No
CUST-336976,Female,1,No,No,11.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.37,907.44,No
CUST-779664,Female,0,No,No,59.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (auto),81.3,4798.51,No
CUST-961281,Female,0,No,No,19.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (auto),74.22,1414.05,No
CUST-358404,Male,0,Yes,No,10.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.79,853.28,No
CUST-721043,Female,0,No,No,50.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,115.37,5778.49,No
CUST-945238,Female,1,No,No,32.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (auto),88.09,2822.0,No
CUST-787519,Female,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.23,91.08,Yes
CUST-999419,Male,0,No,Yes,13.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (auto),116.3,1524.87,No
CUST-371197,Male,1,Yes,Yes,12.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,1445.56,No
CUST-862033,Male,1,Yes,Yes,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (auto),50.11,2495.45,No
CUST-616915,Male,0,No,Yes,24.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (auto),118.75,2841.14,Yes
CUST-498834,Female,0,No,No,41.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,68.24,2807.88,No
CUST-333469,Male,0,No,No,47.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,106.54,5016.85,No
CUST-993568,Male,0,No,No,35.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,118.75,4151.09,No
CUST-207783,Male,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (auto),85.41,411.84,Yes
CUST-740720,Male,1,No,No,45.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (auto),112.66,5051.85,No
CUST-711005,Male,0,Yes,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (auto),37.14,1849.88,No
CUST-268593,Male,1,Yes,Yes,1.0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.01,117.28,Yes
CUST-387373,Male,0,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.37,771.76,Yes
CUST-360850,Female,0,Yes,No,44.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (auto),82.09,3607.12,No
CUST-254973,Male,1,Yes,No,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.64,825.92,No
CUST-284036,Female,0,No,No,20.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (auto),118.75,2378.04,No
CUST-302705,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (auto),81.38,808.84,No
CUST-316084,Male,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.66,312.28,No
CUST-180363,Male,0,Yes,Yes,34.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,84.18,2852.6,No
CUST-908513,Male,0,No,No,27.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,81.0,2201.58,No
CUST-961479,Male,0,Yes,No,16.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,74.94,1196.62,No
CUST-343649,Male,1,No,No,53.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.61,4096.86,No
CUST-610290,Female,1,No,No,7.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (auto),118.75,827.13,Yes
CUST-756584,Male,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (auto),97.5,295.29,Yes
CUST-699877,Male,0,No,Yes,31.0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (auto),94.82,2938.92,No
CUST-780212,Female,0,No,No,40.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (auto),18.25,743.33,No
CUST-351826,Male,0,Yes,No,19.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,118.75,2265.39,Yes
CUST-749561,Male,0,No,Yes,21.0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,102.69,2146.1,Yes
CUST-189427,Male,0,No,Yes,11.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.06,1093.99,Yes
CUST-459014,Male,1,Yes,Yes,40.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,79.59,3184.68,No
CUST-973140,Male,0,Yes,Yes,47.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,101.77,4787.24,No
CUST-731784,Female,0,Yes,No,14.0,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.25,1534.89,Yes
CUST-820857,Female,1,No,No,4.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.57,401.17,Yes
CUST-830205,Female,0,Yes,Yes,11.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (auto),,1030.8,Yes
CUST-750981,Male,1,No,No,5.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,116.42,587.54,No
CUST-888582,Male,1,Yes,No,49.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.95,4407.06,Yes
CUST-386867,Male,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.51,3492.25,No
CUST-388945,Male,0,No,No,61.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,82.71,5047.24,No
CUST-561381,Male,0,No,No,11.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (auto),89.64,988.3,No
CUST-175591,Male,1,No,No,17.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (auto),118.75,2019.67,Yes
CUST-264905,Male,1,No,No,,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,85.15,2128.05,Yes
CUST-295216,Male,0,No,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.63,2609.06,No
CUST-724130,Male,0,Yes,No,61.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (auto),101.05,6185.56,No
CUST-861169,Female,0,Yes,No,1.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,118.75,128.2,Yes
CUST-648629,Male,0,No,No,67.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (auto),94.34,6315.67,No
CUST-879873,Female,0,Yes,No,33.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,65.61,2174.17,No
CUST-610990,Male,1,Yes,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (auto),40.86,128.07,No
CUST-467929,Female,0,No,No,22.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,2621.78,No
CUST-553483,Male,0,No,Yes,36.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,77.51,2794.93,No
CUST-957895,Male,0,Yes,No,71.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,,7593.58,No
CUST-179136,Male,0,Yes,No,17.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.56,1347.13,No
CUST-502622,Male,0,Yes,No,40.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,118.75,4744.59,No
CUST-698005,Female,1,Yes,No,7.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.86,518.05,Yes
CUST-854678,Male,0,Yes,No,34.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.43,2916.4,No
CUST-931268,Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (auto),115.95,451.09,Yes
CUST-241178,Female,0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (auto),36.96,321.59,No
CUST-637145,Male,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (auto),118.51,600.22,No
CUST-257107,Female,0,Yes,No,13.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (auto),100.78,1306.25,Yes
CUST-481049,Female,1,No,No,47.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,77.1,3626.55,No
CUST-700794,Male,0,Yes,Yes,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (auto),58.01,1918.18,No
CUST-493935,Male,0,Yes,Yes,4.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (auto),99.33,406.81,Yes
CUST-109615,Male,0,Yes,Yes,13.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,1557.91,No
CUST-611819,Female,0,No,No,14.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (auto),80.48,1117.37,No
CUST-207387,Male,0,Yes,Yes,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.37,411.91,Yes
CUST-786316,Male,0,Yes,Yes,35.0,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (auto),91.05,3197.4,No
CUST-373757,Male,0,No,No,16.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (auto),101.36,1620.95,No
CUST-109325,Female,1,No,Yes,4.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.29,464.74,Yes
CUST-499569,Female,0,No,No,49.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (auto),51.8,2526.13,No
CUST-935664,Female,0,No,No,66.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (auto),112.97,7453.84,No
CUST-117092,Female,0,No,No,19.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.23,1666.03,No
CUST-775660,Female,1,Yes,Yes,10.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (auto),88.1,884.4,No
CUST-198756,Male,0,Yes,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.42,476.61,Yes
CUST-871269,Female,1,Yes,Yes,16.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,75.05,1181.83,No
CUST-476728,Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,113.8,896.13,Yes
CUST-590516,Male,1,Yes,No,72.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.17,6285.88,No
CUST-476359,Female,0,Yes,No,25.0,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.0,2329.58,Yes
CUST-137684,Female,0,No,No,51.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,100.59,5133.54,No
CUST-385326,Male,0,No,No,26.0,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,81.95,2140.94,No
CUST-411236,Male,0,Yes,No,57.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,111.25,6345.42,No
CUST-497123,Male,0,No,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (auto),37.55,1418.26,No
CUST-969933,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,118.75,6652.77,No
CUST-428911,Male,0,No,No,62.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (auto),36.61,2273.23,No
